wrist_x,wrist_y,wrist_z,thumb_cmc_x,thumb_cmc_y,thumb_cmc_z,thumb_mcp_x,thumb_mcp_y,thumb_mcp_z,thumb_ip_x,thumb_ip_y,thumb_ip_z,thumb_tip_x,thumb_tip_y,thumb_tip_z,index_finger_mcp_x,index_finger_mcp_y,index_finger_mcp_z,index_finger_pip_x,index_finger_pip_y,index_finger_pip_z,index_finger_dip_x,index_finger_dip_y,index_finger_dip_z,index_finger_tip_x,index_finger_y,index_finger_z,middle_finger_mcp_x,middle_finger_mcp_y,middle_finger_mcp_z,middle_finger_pip_x,middle_finger_pip_y,middle_finger_pip_z,middle_finger_dip_x,middle_finger_dip_y,middle_finger_dip_z,middle_finger_tip_x,middle_finger_tip_y,middle_finger_tip_z,ring_finger_mcp_x,ring_finger_mcp_y,ring_finger_mcp_z,ring_finger_pip_x,ring_finger_pip_y,ring_finger_pip_z,ring_finger_dip_x,ring_finger_dip_y,ring_finger_dip_z,ring_finger_tip_x,ring_finger_tip_y,ring_finger_tip_z,pinky_mcp_x,pinky_mcp_y,pinky_mcp_z,pinky_pip_x,pinky_pip_y,pinky_pip_z,pinky_dip_x,pinky_dip_y,pinky_dip_z,pinky_tip_x,pinky_tip_y,pinky_tip_z,kelas
0.3907024383544922,0.996345943874783,1.1824847767627489e-08,0.7700635910034179,0.8476512452476045,-0.08768854290246964,0.9705183029174804,0.5470852566580487,-0.15087369829416275,0.9937914530436198,0.2676532411167764,-0.2196023091673851,0.9844648361206054,0.030357063326061282,-0.2749599292874336,0.7205084482828776,0.24363862143622506,-0.03339537978172302,0.7057910283406575,0.0015768230470836672,-0.09195308201014996,0.7367027918497722,0.19968902962839502,-0.07331421598792076,0.6940598805745443,0.35265135968852246,-0.058891989290714264,0.46571019490559895,0.2670357981298724,-0.06429472379386425,0.4716697057088216,0.011740545941214276,-0.17697811871767044,0.5359498977661132,0.2924774447058001,-0.17296938970685005,0.510519536336263,0.4087604824294392,-0.13123203814029694,0.2344223976135254,0.3310950800903842,-0.11592875048518181,0.19679120381673176,0.07597980336246328,-0.2397644743323326,0.3190568606058756,0.3201153543260362,-0.23014294356107712,0.33603973388671876,0.4335545474647457,-0.18485413491725922,0.0027016321818033855,0.43426748014922834,-0.17681482806801796,0.00312649408976237,0.2487113129379403,-0.24639858305454254,0.1241790771484375,0.39845346385597163,-0.24088136851787567,0.15264625549316407,0.4789058571187859,-0.2137284055352211,A
0.433500282664716,0.9964509210666689,1.7461882606539803e-08,0.8011550033047172,0.8294900365236426,-0.10941654816269875,0.9963244884186371,0.5307138907809218,-0.2003934681415558,0.9967773205427163,0.2535464022339893,-0.2938551977276802,0.9429410637104919,0.0026501367072097395,-0.37073086202144623,0.6951389095175855,0.236215034452807,-0.0854413378983736,0.7090067120106048,0.018709671597520846,-0.16853269189596176,0.754241769304747,0.26085751797972606,-0.15914597734808922,0.7209834109694332,0.4011788528506495,-0.15175902843475342,0.45686218493791586,0.2725081323575573,-0.11794675514101982,0.4908164716945402,0.07263490532626625,-0.2588883340358734,0.5796597556922826,0.38506943037529956,-0.25604499131441116,0.5414469323684055,0.4689011293299058,-0.21281350404024124,0.23550908193842088,0.3435104273948349,-0.1710265539586544,0.2592901657742693,0.1658240727015904,-0.31784576922655106,0.36820644480193976,0.44913602877063913,-0.2969291880726814,0.33810761310301807,0.5186442206887638,-0.24193976819515228,0.0032473952144724334,0.43991091271408467,-0.2346971333026886,0.07585529864061015,0.29447814396449495,-0.31221601366996765,0.1764765692301123,0.4920207191916073,-0.2940437123179436,0.14804851691532497,0.5657040812388188,-0.25724440813064575,A
0.42155163754396335,0.9966573608055543,5.557862170491035e-09,0.7865582005124251,0.8251629438293114,-0.09639531746506691,0.9864289118355051,0.5096889935182721,-0.1830829605460167,0.9974248118946033,0.23421654406558262,-0.2737015262246132,0.9919713432058637,0.0029100112700730226,-0.34928637742996216,0.6934027302309156,0.2447566008299924,-0.103389210999012,0.7500682985650657,0.04456610358163212,-0.18785246461629868,0.7587863598362546,0.3080548650763008,-0.17951294034719467,0.7101046291224631,0.4553241729736328,-0.17333153262734413,0.4529988193863872,0.2821256190203549,-0.13970762863755226,0.510037693150369,0.09910457455710078,-0.2844560444355011,0.5646058818071091,0.4130704603838117,-0.28583038598299026,0.5140885919662419,0.49804000908069396,-0.2486911118030548,0.2306817818391807,0.3532866735136911,-0.19189944863319397,0.27893770224933695,0.18204938695671852,-0.3331001177430153,0.3657109447071033,0.4525857882553272,-0.3137618601322174,0.3246559340135638,0.5302951094809543,-0.2643575146794319,0.0022631993592885148,0.4417693132764838,-0.2530478686094284,0.07207328543011993,0.3122992649506987,-0.32375869899988174,0.17347779221200416,0.49748391783639284,-0.30765940994024277,0.15026782271606895,0.5619539759132299,-0.27600914239883423,A
0.3855189005533854,0.9972914722569458,-1.0127563454531696e-08,0.7918540954589843,0.846092482661957,-0.11810968816280365,0.9813259760538737,0.48822504907008024,-0.1940220594406128,0.98973388671875,0.2110022425346667,-0.2702912762761116,0.9965723673502604,0.003147864280759221,-0.33898910880088806,0.7732851028442382,0.32298648570809524,-0.12645560503005981,0.7682048797607421,0.16127894418623745,-0.22091339528560638,0.750138791402181,0.41890228008065383,-0.23431196808815002,0.7555073420206706,0.5864776991822226,-0.24586544930934906,0.5072150548299154,0.3422538289023787,-0.1511918641626835,0.5291921615600585,0.19177166824145694,-0.3282085284590721,0.5655675252278646,0.4764746961081424,-0.38616764545440674,0.5969764709472656,0.6364803314208984,-0.3919786959886551,0.2488726298014323,0.39728051988060215,-0.18858390301465988,0.26125768025716145,0.2625077898849917,-0.3611963018774986,0.3607036590576172,0.5456208646145013,-0.39122651517391205,0.4347405751546224,0.7002549476330847,-0.3767120987176895,0.0022259076436360677,0.46933538285667636,-0.23570986837148666,0.061416339874267575,0.39686223247167096,-0.3377296105027199,0.1754045804341634,0.6022241182644349,-0.3546920120716095,0.2447354316711426,0.7087787472073684,-0.3495229035615921,A
0.38339430188375806,0.998215682746828,-1.5754732185513376e-08,0.7812492128402467,0.8428304213886113,-0.10403816029429436,0.9626601688445561,0.48394037586774014,-0.16870379447937012,0.9584022400871156,0.2098317552906598,-0.23643703758716583,0.9958795214456225,0.0033354833144550178,-0.3007489889860153,0.7623594980391245,0.33950889572616694,-0.1040046326816082,0.7448073493109809,0.18949054747588875,-0.18765907734632492,0.7051160297696553,0.4346194452093553,-0.20255065709352493,0.7058729141477554,0.6174756279287412,-0.2159441113471985,0.4988353668697297,0.3582733804865401,-0.1278821937739849,0.4935559469556052,0.24488405479017153,-0.29026517271995544,0.5138213748023623,0.5138507074163866,-0.3569672182202339,0.5463235037667411,0.6900849527166796,-0.3746722787618637,0.24483829074435765,0.4106851585151613,-0.16182445362210274,0.2410117860824343,0.3191902545071387,-0.31869976222515106,0.3259884062267485,0.5901826888091805,-0.3635116070508957,0.4017323993501209,0.7550095476845439,-0.3647177517414093,0.0056844741579086065,0.4812510142954745,-0.20462534576654434,0.04344634404258123,0.4335383555685827,-0.300205260515213,0.15019020201667907,0.6331707784371783,-0.32674310356378555,0.22444237603081596,0.7497962759446728,-0.3312980979681015,A
0.5299430153586647,0.998531681426028,-1.0300544417418678e-08,0.8906384207985618,0.8094303531849638,-0.11833662539720535,0.9933467171408913,0.45762999260679205,-0.16711002588272095,0.9162809892134233,0.189337413361732,-0.20288555324077606,0.8653301585804333,0.0017070199580902748,-0.2345987632870674,0.7776125821200284,0.3642134463533442,-0.13906427845358849,0.6590462424538353,0.16366011284767312,-0.19092316925525665,0.6094152970747514,0.3626893809501161,-0.17810123786330223,0.6247330405495384,0.5193037936028014,-0.17185430601239204,0.508745609630238,0.4201996516674123,-0.1307622380554676,0.38048196272416546,0.2256499579612245,-0.2536696717143059,0.4064049113880504,0.4524856298527819,-0.28679506480693817,0.45916893698952416,0.6284133170513396,-0.2818944454193115,0.27096113725142046,0.49646603934308314,-0.12969925627112389,0.1749878623268821,0.35070915171440614,-0.25694672763347626,0.25029830932617186,0.5709896189101199,-0.29020392894744873,0.32518809925426134,0.7171701243583192,-0.2817249745130539,0.08150835904208097,0.5858181258465381,-0.13509774953126907,0.006258947199041193,0.49382394932686013,-0.22053468972444534,0.07923583984375,0.6475598380920735,-0.24786639958620071,0.1342711708762429,0.7402343826091036,-0.24914471805095673,A
0.17493655464865945,0.9962294792061421,-9.622512786577886e-09,0.6053908954967152,0.7833994765779866,0.1249978132545948,0.831318508494984,0.524770090473232,0.12076352164149284,0.8611386039040305,0.30856943984529867,0.05852297320961952,0.9528855410489169,0.11545455420195166,0.0011790101998485625,0.635901537808505,0.19120045704628105,0.17200855538249016,0.8676118850708008,0.003160727202002682,0.12165382504463196,0.961175571788441,0.08093191403061596,0.09083850122988224,0.9946148612282493,0.1696677791538523,0.06557445041835308,0.43086849559437146,0.17802307641328272,0.03339516185224056,0.8239964571866122,0.14136639068375773,-0.08406231924891472,0.8609166578813032,0.3928613249935321,-0.12544479221105576,0.7903538617220792,0.5322761763387651,-0.12261934205889702,0.22428118098865857,0.19683671495807706,-0.10660169273614883,0.6664100126786665,0.23768911219354885,-0.2049972340464592,0.6316273429177024,0.501157683756814,-0.19426582753658295,0.48431413823908026,0.6485458857977568,-0.16484788432717323,0.007219487970525568,0.24684756691776105,-0.2470170110464096,0.43413352966308594,0.2969796707381063,-0.2778771445155144,0.4367648037997159,0.5071375206335267,-0.25348033010959625,0.29418377442793414,0.6245950243366298,-0.22740060836076736,A
0.3234378757761486,0.996111429654635,6.750518810605399e-09,0.7111842027351037,0.8467429234431341,-0.0955289974808693,0.9450752486043902,0.5288817017942995,-0.16284561529755592,0.9968962028845033,0.23743145544450361,-0.23306400328874588,0.982085498411264,0.002669136602799971,-0.2873712033033371,0.7184825157051655,0.2758946274663066,-0.051717376336455345,0.7511961068680038,0.07433062857323951,-0.10681849345564842,0.7291838802508454,0.326227075451023,-0.07825293950736523,0.6788395554272096,0.46191372190202984,-0.05943618156015873,0.4649175957067689,0.2899900190122835,-0.08279923349618912,0.5136566162109375,0.07655515251578865,-0.1971684694290161,0.5297147836258163,0.3774335698767023,-0.1868591196835041,0.4921195186785798,0.46390645582597334,-0.14256437122821808,0.23209067956725163,0.3425199330508054,-0.13272208347916603,0.2566960462883337,0.12202950100322346,-0.25805968791246414,0.31934220043580924,0.391863736477527,-0.24056417495012283,0.3020388475104944,0.48333119036077143,-0.1906886324286461,0.004618858223530783,0.42056655621790623,-0.19208510220050812,0.04896642200982393,0.2702540892821092,-0.2552241235971451,0.13425622057558886,0.44815440230317166,-0.24192515015602112,0.13339535158071944,0.5170819864168272,-0.21172072738409042,A
0.35656265140503873,0.9978663555052724,2.591577286104041e-09,0.7615078475124152,0.8402329750780789,-0.08531088195741177,0.9762350866036822,0.5160785736742045,-0.15013329684734344,0.9970689522203549,0.2285163280456214,-0.2210661917924881,0.9970568279887355,0.0025813264666863208,-0.278655007481575,0.7291970659596051,0.29279906023544766,-0.042473332956433296,0.7373492810153222,0.09284091317107414,-0.09673130884766579,0.7172269007956334,0.3413895249688079,-0.07669162005186081,0.6767402471498002,0.49111422052923237,-0.06648237816989422,0.4719102253285489,0.31099360458291764,-0.0761432871222496,0.49720994816269987,0.10859529798564242,-0.1923624649643898,0.5130415332409762,0.39419124582707077,-0.20046593248844147,0.48730888662412186,0.5017910029367617,-0.1724974885582924,0.23586208136506784,0.3637262675961394,-0.12576308101415634,0.23694232083106226,0.15198236398619783,-0.24947082996368408,0.3035217994867369,0.41484486253435077,-0.24423053115606308,0.30526946311773256,0.5226088778349267,-0.2066366896033287,0.004061262736948886,0.43911586103413625,-0.1834346540272236,0.03853932461997335,0.29648602040951466,-0.24582210928201675,0.12510545124379238,0.4843714217934004,-0.23579581081867218,0.1371708359829215,0.5714035085590702,-0.21068184077739716,A
0.3873428280882257,0.9967168802728994,4.545980925030335e-09,0.7823459513516605,0.8497309986881645,-0.07450084201991558,0.9633346621461493,0.5115415347180747,-0.13217194005846977,0.965021747924294,0.2240985195170421,-0.19652239233255386,0.9977872840530204,0.0021534228784650484,-0.24845384806394577,0.7154272231097999,0.2566228530295296,-0.04497252590954304,0.6960849522546744,0.014598163363033746,-0.09437292069196701,0.7555562422365324,0.2199422334508134,-0.061042170971632004,0.7332241425454367,0.36688313076975587,-0.03842813428491354,0.45590714330952536,0.295638989482701,-0.07956424355506897,0.4617836924277589,0.058866345849575744,-0.18301115557551384,0.5767640947796809,0.32753720822084703,-0.16025179624557495,0.5569394801949856,0.44136572540955765,-0.10769665986299515,0.22569479204121992,0.3701018998117158,-0.13149714097380638,0.21989357920371339,0.16331384070320235,-0.245096817612648,0.3724038989972869,0.41752761126221377,-0.2171945571899414,0.37205243609440375,0.5153453947755587,-0.16238728165626526,0.004153614762437892,0.46465374287166544,-0.1918220892548561,0.055890965162460775,0.3399779290863962,-0.2536837086081505,0.17971380385394875,0.5274515414697737,-0.23552249372005463,0.17517543138320477,0.6079161567793077,-0.20003584027290344,A
